,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,break_summer.1,break_winter.1,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
309,838,1270,2108,23,805,656,48,101,21,136,1144,1949,33,33,0,0,2,0,126,159,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-11-06,12.2,0.0,0.9,70.5,6.9,0.0,0.0,0.0,0.0,3,4,5,0
310,558,763,1321,6,537,475,3,59,2,226,717,1254,21,20,0,1,4,0,46,67,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-07,12.8,2.0,1.1,79.5,9.9,11.0,0.0,0.0,2.0,4,4,5,1
311,249,327,576,4,247,104,140,3,4,205,312,559,2,2,0,0,0,0,15,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-08,11.8,64.0,1.8,93.8,10.0,24.0,0.0,0.0,64.0,4,4,5,1
312,1727,1195,2922,32,1658,852,525,281,32,880,1090,2748,69,64,0,5,0,0,105,174,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-09,12.1,1.0,3.1,69.0,7.9,3.5,0.0,0.0,1.0,3,4,5,2
313,4053,2180,6233,87,3945,3284,121,540,85,288,2076,6021,108,92,11,5,2,0,104,212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-11-10,11.9,0.0,1.4,69.1,3.1,1.08,0.0,0.0,0.0,2,4,5,1
314,3750,1454,5204,13,3706,3023,235,448,12,677,1335,5041,44,38,1,5,1,0,119,163,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-11-11,8.1,0.0,1.1,67.6,6.4,2.33,0.0,0.0,0.0,3,3,5,1
315,1129,1187,2316,27,1087,941,15,131,27,86,1057,2144,42,40,0,2,0,0,130,172,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-11-12,8.1,0.0,1.2,52.3,0.0,0.0,0.0,0.0,0.0,1,3,4,1
316,896,1348,2244,10,852,801,8,43,10,30,1186,2038,44,43,1,0,0,0,162,206,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-11-13,8.8,0.0,1.1,51.6,0.4,0.0,0.0,0.0,0.0,1,3,3,1
317,970,1249,2219,14,948,837,75,36,14,50,1124,2072,22,22,0,0,0,0,125,147,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-14,9.8,0.0,1.1,55.5,0.1,0.0,0.0,0.0,0.0,1,3,4,1
318,971,940,1911,19,935,725,142,68,19,81,858,1793,36,33,2,1,0,0,82,118,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-15,9.7,0.0,1.0,55.4,4.8,0.0,0.0,0.0,0.0,2,3,4,1
319,750,876,1626,11,714,638,44,32,11,121,815,1529,36,36,0,0,0,30,61,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-16,8.8,0.0,1.7,65.1,6.5,0.0,0.0,0.0,0.0,3,3,5,1
320,4722,1937,6659,51,4583,3922,117,544,48,137,1832,6415,139,130,0,9,3,0,105,244,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-11-17,4.9,0.0,1.4,50.8,4.6,0.0,0.0,0.0,0.0,2,2,3,1
321,4689,1715,6404,30,4571,3924,109,538,30,0,1622,6193,118,99,2,17,0,0,93,211,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-11-18,6.1,0.0,1.1,48.8,6.9,0.0,0.0,0.0,0.0,3,2,3,1
322,584,799,1383,15,576,536,14,26,15,73,750,1326,8,8,0,0,0,0,49,57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-11-19,6.5,0.0,1.4,50.4,1.9,0.0,0.0,0.0,0.0,1,2,3,1
323,508,919,1427,27,497,469,8,20,26,0,880,1377,11,11,0,0,1,0,39,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-11-20,6.5,0.2,1.8,39.9,2.0,0.83,0.0,0.0,0.2,1,2,2,1
324,315,578,893,4,315,277,32,6,4,80,479,794,0,0,0,0,0,71,99,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-21,5.8,1.0,1.2,57.1,8.4,3.83,0.0,0.0,1.0,3,2,4,1
325,4251,713,4964,29,4249,551,25,3673,29,3809,677,4926,2,2,0,0,0,0,36,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-22,2.3,0.0,2.4,35.0,0.8,0.0,0.0,0.0,0.0,1,1,2,1
326,466,742,1208,21,460,390,37,33,21,0,701,1161,6,6,0,0,0,0,41,47,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-23,1.9,0.0,1.4,29.6,3.1,0.0,0.0,0.0,0.0,2,1,1,1
327,700,704,1404,20,690,615,14,61,20,0,688,1378,10,10,0,0,0,0,16,26,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-11-24,2.6,10.9,1.8,71.1,9.0,4.33,0.0,0.0,10.9,4,1,5,1
328,2318,1381,3699,50,2285,1968,70,247,50,67,1349,3634,33,28,0,5,0,0,32,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-11-25,4.8,0.0,1.0,77.8,3.8,0.0,0.0,0.0,0.0,2,2,5,1
329,439,730,1169,23,432,405,11,16,23,0,673,1105,7,6,1,0,0,0,57,64,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-11-26,6.3,0.0,1.0,70.1,0.6,0.0,0.0,0.0,0.0,1,2,5,1
330,297,626,923,8,294,220,65,9,8,33,591,885,3,3,0,0,0,0,35,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-11-27,7.1,0.0,1.5,65.0,6.1,0.0,0.0,0.0,0.0,3,2,5,1
331,241,654,895,2,238,203,23,12,2,32,632,870,3,3,0,0,0,0,22,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-28,5.0,0.0,1.6,27.1,3.8,0.0,0.0,0.0,0.0,2,2,1,1
332,7705,767,8472,16,7702,7643,18,41,16,7527,744,8446,3,3,0,0,0,0,23,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-29,3.5,0.0,1.3,41.4,5.8,0.67,0.0,0.0,0.0,2,1,3,1
333,398,589,987,30,393,306,42,45,30,30,556,949,5,5,0,0,0,0,33,38,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-30,2.7,0.0,1.4,46.1,1.0,0.0,0.0,0.0,0.0,1,1,3,1
334,2440,1565,4005,46,2375,2046,35,294,46,28,1520,3895,65,60,0,5,0,0,45,110,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2018-12-01,5.5,0.0,1.0,42.3,3.6,0.0,0.0,0.0,0.0,2,2,3,1
335,2221,1160,3381,26,2166,1800,80,286,26,0,1100,3266,55,51,0,4,0,0,60,115,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018-12-02,8.2,0.0,1.3,50.1,6.5,0.0,0.0,0.0,0.0,3,3,3,1
336,55,301,356,0,55,44,10,1,0,0,275,330,0,0,0,0,0,0,26,26,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018-12-03,11.5,9.5,1.4,87.4,9.9,13.25,0.0,0.0,9.5,4,4,5,1
337,144,466,610,4,139,111,23,5,4,0,445,584,5,5,0,0,0,0,21,26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-12-04,6.7,5.0,2.7,74.9,7.8,6.75,0.0,0.0,5.0,3,2,5,1
338,213,602,815,19,213,150,7,56,19,43,575,788,0,0,0,0,0,0,27,27,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-05,0.0,0.0,1.5,39.5,6.4,0.0,0.0,0.0,0.0,3,1,2,1
339,185,693,878,0,185,161,18,6,0,0,641,826,0,0,0,0,0,0,52,52,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-06,2.4,0.0,2.3,50.5,8.1,1.25,0.0,0.0,0.0,3,1,3,1
340,130,310,440,18,130,81,29,20,18,0,290,420,0,0,0,0,0,0,20,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-07,-7.3,0.0,3.8,37.1,1.1,0.0,0.0,0.0,0.0,1,1,2,2
341,323,484,807,13,322,199,14,109,13,79,473,795,1,1,0,0,0,0,11,12,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2018-12-08,-8.3,0.0,2.6,37.1,1.4,0.0,0.0,0.0,0.0,1,1,2,1
342,263,545,808,10,259,225,17,17,10,0,529,788,4,2,1,1,0,0,16,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018-12-09,-7.2,0.0,1.5,27.0,2.0,0.0,0.0,0.0,0.0,1,1,1,1
343,125,428,553,9,125,102,17,6,9,0,405,530,0,0,0,0,0,0,23,23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018-12-10,-2.5,0.0,0.9,33.3,3.0,0.0,0.0,0.0,0.0,2,1,2,0
344,326,671,997,0,324,62,248,14,0,0,645,969,2,2,0,0,0,0,26,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-12-11,0.2,0.0,1.2,44.8,7.9,0.0,0.0,0.0,0.0,3,1,3,1
345,1552,537,2089,6,1552,959,156,437,6,121,517,2069,0,0,0,0,0,0,20,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-12,-1.9,0.0,2.2,39.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1
346,464,390,854,5,460,80,371,9,5,359,376,836,4,2,2,0,0,0,14,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-13,-2.2,1.3,2.0,57.4,5.0,9.0,0.0,0.0,1.3,2,1,4,1
347,96,360,456,7,95,79,12,4,7,0,350,445,1,1,0,0,0,0,10,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-14,-4.4,0.0,1.7,44.3,0.0,0.0,0.0,0.0,0.0,1,1,3,1
348,594,787,1381,22,590,463,66,61,22,0,775,1365,4,2,0,2,0,0,12,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2018-12-15,-2.4,0.0,1.0,46.8,3.6,0.0,0.0,0.0,0.0,2,1,3,1
349,429,705,1134,14,428,358,18,52,14,0,660,1088,1,1,0,0,0,0,45,46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018-12-16,0.0,0.3,0.9,63.8,9.3,6.25,0.0,0.0,0.3,4,1,5,0
350,159,497,656,15,155,144,4,7,15,0,489,644,4,4,0,0,0,0,8,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018-12-17,1.6,0.3,1.8,60.1,1.3,0.67,0.0,0.0,0.3,1,1,5,1
351,177,684,861,22,174,140,24,10,22,0,663,837,3,3,0,0,0,0,21,24,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-12-18,2.6,0.0,1.4,56.3,3.0,0.0,0.0,0.0,0.0,2,1,4,1
352,207,602,809,0,207,173,29,5,0,36,589,796,0,0,0,0,0,0,13,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-19,4.0,0.0,1.4,53.4,2.9,0.0,0.0,0.0,0.0,1,2,4,1
353,269,607,876,13,263,196,55,12,13,0,575,838,6,6,0,0,0,0,32,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-20,3.4,0.0,0.9,45.5,3.1,0.0,0.0,0.0,0.0,2,1,3,0
354,1102,528,1630,1,1102,162,932,8,1,0,523,1625,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-21,5.6,0.0,1.1,40.1,8.5,0.0,0.0,0.0,0.0,3,2,2,1
355,972,1010,1982,23,958,803,80,75,23,41,988,1946,14,13,0,1,0,0,22,36,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2018-12-22,6.9,0.0,1.5,48.9,4.3,0.0,0.0,0.0,0.0,2,2,3,1
356,1638,1310,2948,41,1613,1397,52,164,41,32,1279,2892,25,25,0,0,0,0,31,56,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018-12-23,2.4,0.0,2.9,43.0,2.6,0.0,0.0,0.0,0.0,1,1,3,1
357,499,483,982,19,495,447,18,30,19,0,454,949,4,4,0,0,0,0,29,33,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018-12-24,-2.3,0.0,1.6,35.9,0.3,0.0,0.0,0.0,0.0,1,1,2,1
358,1709,693,2402,28,1701,1420,165,116,28,0,678,2379,8,7,0,1,0,0,15,23,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2018-12-25,0.6,0.0,1.2,53.4,7.4,0.0,0.0,0.0,0.0,3,1,4,1
359,250,502,752,23,249,222,10,17,23,0,486,735,1,1,0,0,0,0,16,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-26,-1.5,0.0,2.8,40.8,4.4,0.0,0.0,0.0,0.0,2,1,2,1
360,3498,445,3943,10,3498,2960,33,505,10,3422,418,3916,0,0,0,0,0,0,27,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-27,-10.1,0.0,3.5,28.3,0.5,0.0,0.0,0.0,0.0,1,1,1,2
361,70,287,357,14,70,59,7,4,14,0,258,328,0,0,0,0,0,0,29,29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018-12-28,-10.5,0.0,2.5,33.0,0.6,0.0,0.0,0.0,0.0,1,1,2,1
362,238,496,734,27,235,195,13,27,27,0,473,708,3,3,0,0,0,0,23,26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2018-12-29,-7.6,0.0,2.9,29.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1
363,449,466,915,37,445,368,21,56,37,0,436,881,4,3,0,1,0,0,30,34,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2018-12-30,-6.8,0.0,1.2,35.9,0.8,0.0,0.0,0.0,0.0,1,1,2,1
364,390,444,834,17,380,333,22,25,15,0,427,807,10,10,0,0,2,0,17,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2018-12-31,-5.4,0.0,1.2,39.6,1.6,0.0,0.0,0.0,0.0,1,1,2,1
